CN;GOM;Gaoming Pt;Gaoming Pt;44;1-------;AS;1507;;2253N 11250E
CN;GSH;Gaosha;Gaosha;44;1-------;AS;1401;;
CN;GTG;Gaotang;Gaotang;37;--3-----;RL;601;;3651N 11614E
CN;GAY;Gaoyao;Gaoyao;44;--3-----;RL;9805;;
CN;GYU;Gaoyou;Gaoyou;32;--3-----;RL;1401;;3247N 11925E
CN;GXC;Gaozhou;Gaozhou;35;-----6--;RL;901;;2537N 11746E
CN;GDI;Gedian;Gedian;42;1-------;RL;1401;;
CN;GOQ;Golmud;Golmud;63;---4----;RL;1401;;3438N 09852E
CN;GGN;Gongan;Gongan;42;1-------;RL;1401;;
CN;GBP;Gongbei;Gongbei;44;--3-5---;AS;1507;;2213N 11333E
CN;GGU;Gongguan;Gongguan;45;1-------;RL;1401;;
CN;GGK;Gongkou;Gongkou;35;1-------;AS;1401;;2338N 11714E
CN;GLU;Gonglu;Gonglu;31;--3-----;RL;901;;3115N 12140E
CN;GOG;Gongming;Gongming;44;1-3-----;RL;507;;2247N 11352E
CN;TSG;Gongyi;Gongyi;44;1-------;AS;1407;;2215N 11248E
CN;GBZ;Goubangzi;Goubangzi;21;-----6--;RL;901;;4121N 12146E
CN;GAN;Gu'an;Gu'an;13;--3-----;RL;1401;;3925N 11617E
CN;GBG;Guanbu Pt;Guanbu Pt;44;1-------;AS;1401;;
CN;GCH;Guancheng;Guancheng;44;1-------;AS;1507;;
CN;GDU;Guandu;Guandu;44;--3-----;RL;1401;;2123N 11026E
CN;GNA;Guang'ao;Guang'ao;44;--3-----;RL;201;;2314N 11646E
CN;GBT;Guangbaotong;Guangbaotong;44;1-------;RL;1401;;
CN;GUT;Guangdong Terminal;Guangdong Terminal;44;1-------;RQ;1007;;2234N 11426E
CN;GFU;Guangfu;Guangfu;44;--3-----;RL;1401;;
CN;GHI;Guanghai Pt;Guanghai Pt;44;1-------;AS;1407;;2158N 11248E
CN;GHN;Guanghan;Guanghan;51;---4----;RL;1401;;3028N 10639E
CN;LHK;Guanghua;Guanghua;42;---4----;RL;1401;;
CN;GLI;Guangli;Guangli;44;1-------;RL;1401;;
CN;GNI;Guangning;Guangning;21;1-------;RL;1401;;
CN;GNG;Guangning;Guangning;44;1-------;RL;1401;;
CN;YCU;Guangong Apt/Yuncheng;Guangong Apt/Yuncheng;14;---4----;RL;1401;;
CN;GRO;Guangrao;Guangrao;37;--3-----;RL;1401;;3704N 11822E
CN;GGS;Guangshui;Guangshui;42;--3-----;RL;901;;3136N 11348E
CN;GYS;Guangyuan Panlong Apt;Guangyuan Panlong Apt;51;---4----;RL;1401;;
CN;GGZ;Guangzhou;Guangzhou;44;12345---;AS;1401;;2308N 11314E
CN;CAN;Guangzhou Baiyun International Apt;Guangzhou Baiyun International Apt;44;---4----;AS;1507;;
CN;GZG;Guangzhou Pt;Guangzhou Pt;44;1-------;AS;1507;;
CN;GZC;Guangzhouchuanchang;Guangzhouchuanchang;44;1-------;AS;1401;;
CN;GUZ;Guangzhoudong Railway Station;Guangzhoudong Railway Station;44;-2------;AS;1507;;
CN;GUN;Guanlan;Guanlan;44;--3-----;RL;1;;
CN;GNL;Guanlin;Guanlin;41;--3-----;RL;607;;3436N 11228E
CN;GYO;Guanyao;Guanyao;42;1-------;RL;1401;;
CN;GNY;Guanyao;Guanyao;44;--3-----;RL;1401;;
CN;GCL;Guchengli;Guchengli;22;--3-----;AS;901;;
CN;CZH;Gud;Gud;45;--3-----;RL;901;;2418N 10923E
CN;GCG;Guicheng;Guicheng;44;--3-----;RL;1401;;
CN;GCE;Guicheng;Guicheng;45;-23--6--;RL;507;;2305N 10936E
CN;GUG;Guigang;Guigang;45;1-------;AS;1401;;2306N 10936E
CN;KWL;Guilin Liangjiang International Apt;Guilin Liangjiang International Apt;45;---4----;AS;1401;;
CN;GYG;Guilinyang;Guilinyang;46;--3-----;RL;1401;;1958N 11025E
CN;GPG;Guiping;Guiping;45;1-------;RL;1401;;
CN;GIS;Guishan;Guishan;44;1-------;AS;1401;;2208N 11349E
CN;GTI;Guitai;Guitai;45;--3-----;RL;901;;2210N 10819E
CN;GXI;Guixi;Guixi;36;-2------;RL;1401;;
CN;GYA;Guiyang;Guiyang;52;-2-45---;AS;1401;;2635N 10642E
CN;KWE;Guiyang Longdongbao International Apt;Guiyang Longdongbao International Apt;52;---4----;AS;1507;;
CN;GZU;Guizhou;Guizhou;44;--3-----;RL;207;;2245N 11314E
CN;GJG;Gujing;Gujing;44;--3-----;RL;601;;2221N 11306E
CN;GLE;Gulei;Gulei;35;-----6--;RL;1107;;2343N 11735E
CN;GZE;Guzhen;Guzhen;44;1-3--6--;RL;607;;2236N 11310E
CN;GIR;Gyirong;Gyirong;54;--3-----;AS;1507;;
CN;XWH;Haian;Haian;44;1-------;AS;1407;;
CN;FHC;Haicang;Haicang;35;-----6--;RL;1107;;2427N 11758E
CN;HAG;Haicheng;Haicheng;21;--3-----;RL;9901;;
CN;HDN;Haidian;Haidian;46;1-------;RL;1401;;
CN;HGN;Haigeng;Haigeng;34;1-------;RL;1401;;
CN;HKN;Haikang;Haikang;44;--3-----;RL;1401;;2041N 10946E
CN;HKO;Haikou;Haikou;46;1--45---;AS;1401;;2002N 11020E
CN;HAK;Haikou Meilan International Apt;Haikou Meilan International Apt;46;---4----;AS;1507;;
CN;HXG;Haikou New Pt;Haikou New Pt;46;1-------;AS;1407;;2015N 10850E
CN;HIG;Haikou Pt;Haikou Pt;46;1-------;AS;1401;;2002N 11010E
CN;CYH;Haimen;Haimen;44;1-------;AS;1407;;
CN;HIM;Haimiao;Haimiao;37;1-------;RL;1401;;
CN;HIN;Haining;Haining;33;--3-----;RL;401;;3031N 12041E
CN;HAT;Haitang/Shekou;Haitang/Shekou;44;--3-----;RL;1401;;
CN;HHT;Haitian Terminal/ Xiamen;Haitian Terminal/ Xiamen;35;1-3--6--;RQ;907;;2706N 12018E
CN;HTO;Haitou;Haitou;32;1-------;RL;1401;;
CN;HIY;Haiyan;Haiyan;33;--3-----;RQ;1007;;3031N 12056E
CN;HAY;Haiyang;Haiyang;32;--3-----;RL;901;;2803N 12057E
CN;HAD;Haiyang;Haiyang;37;--3--6--;RQ;901;;
CN;HIZ;Haizhu;Haizhu;44;--3-----;RL;1401;;
CN;HMI;Hami;Hami;65;---4----;RL;1401;;4229N 09330E
CN;HDS;Handan;Handan;13;-----6--;AS;1407;;
CN;;Hangchow = Hangzhou Xiaoshan International Apt;Hangchow = Hangzhou Xiaoshan International Apt;;;;;;
CN;HAZ;Hangzhou;Hangzhou;33;---45---;AS;1401;;3016N 12010E
CN;HGH;Hangzhou Xiaoshan International Apt;Hangzhou Xiaoshan International Apt;33;---4----;AS;1507;;
CN;HAN;Hanjiang;Hanjiang;35;--3-----;RL;207;;2527N 11906E
CN;HNK;Hankou;Hankou;42;-23-----;RQ;907;;3035N 11416E
CN;;Hankow = Wuhan Tianhe International Apt;Hankow = Wuhan Tianhe International Apt;;;;;;
CN;HZG;Hanzhong;Hanzhong;61;--3-----;RL;901;;3304N 10701E
CN;HXE;Haoxue;Haoxue;42;1-------;RL;1401;;
CN;HRN;Harbin;Harbin;23;12-45---;AS;1401;;4544N 12636E
CN;HBG;Harbin Pt;Harbin Pt;23;1-------;AS;1401;;
CN;HBZ;Harbin Railway Station;Harbin Railway Station;23;-2------;AS;1507;;
CN;HRB;Harbin Taiping International Apt;Harbin Taiping International Apt;23;---4----;AS;1507;;
CN;HEB;Hebei;Hebei;13;1-3-----;RL;501;;3953N 11516E
CN;HCH;Hechi;Hechi;45;--3-----;RL;901;;2442N 10802E
CN;HFI;Hefei;Hefei;34;---45---;AS;1401;;3152N 11717E
CN;HFE;Hefei Xinqiao International Apt;Hefei Xinqiao International Apt;34;---4----;AS;1507;;
CN;HEK;Heihe;Heihe;23;1-----7-;AS;1507;;5014N 12729E
CN;HSA;Heishan;Heishan;21;-----6--;RL;901;;4141N 12206E
CN;HST;Heishantou;Heishantou;15;1-------;AS;1507;;5012N 11923E
CN;XHH;Hekou;Hekou;44;1-------;AS;1407;;
CN;HKM;Hekou;Hekou;53;-23-5---;AS;1507;;2231N 10359E
CN;HLW;Heliwei;Heliwei;44;1-------;AS;1401;;
CN;ENP;Hengban;Hengban;44;1-------;AS;1507;;2212N 11219E
CN;HEN;Hengdian;Hengdian;33;--3-----;RL;901;;2909N 12018E
CN;HNG;Henggang;Henggang;44;--3-----;RQ;9705;;
CN;HNI;Hengli;Hengli;44;1-3--6--;RL;601;;2310N 11437E
CN;HGQ;Hengqin;Hengqin;44;--3-----;AS;1507;;2207N 11332E
CN;HIS;Hengshui;Hengshui;13;-23-----;AS;901;;
CN;HXA;Hengxian;Hengxian;45;1-------;RL;1401;;
CN;HNY;Hengyang;Hengyang;43;-234-6--;AS;1507;;2653N 11237E
CN;HES;Henshui;Henshui;13;--3-----;RL;901;;3743N 11542E
CN;HPT;Heping;Heping;12;-----6--;RL;1107;;3907N 11711E
CN;HEP;Hepu;Hepu;45;--3-----;RL;901;;2129N 10906E
CN;HAS;Heshan;Heshan;45;12------;RL;1401;;
CN;HSN;Heshan Pt;Heshan Pt;44;1-------;AS;1507;;2246N 11257E
CN;HHU;Heshun;Heshun;44;--3-----;RL;607;;2312N 11305E
CN;HTG;Hetang;Hetang;44;1-------;AS;1401;;2239N 11308E
CN;HYA;Heyang;Heyang;61;--3-----;RL;901;;3514N 11008E
CN;HEY;Heyuan;Heyuan;44;--3-----;AS;1507;;2343N 11441E
CN;HZS;Heze;Heze;37;-23-----;AS;1407;;3512N 11537E
CN;HHH;Hohhot;Hohhot;15;-2345---;AS;1507;;4048N 11141E
CN;HET;Hohhot Baita International Apt;Hohhot Baita International Apt;15;---4----;AS;1507;;
CN;HOD;Hongdu;Hongdu;45;1-------;RL;1401;;
CN;HGG;Hongguang Pt;Hongguang Pt;33;1-------;AS;1407;;
CN;SHW;Honghai;Honghai;46;--3-----;RL;307;;1939N 11101E
CN;BLX;Honghai Pt;Honghai Pt;44;1-------;AS;1407;;2310N 11416E
CN;HOH;Honghu;Honghu;42;1-------;RL;1401;;
CN;HGA;Honghua;Honghua;42;1-------;RL;1401;;
CN;HGK;Hongkou;Hongkou;31;--3-----;RL;1401;;
CN;HOQ;Hongqi;Hongqi;44;1-------;RL;1401;;
CN;HGO;Hongqiao;Hongqiao;31;--3--6--;RL;1401;;
CN;HNT;Hongtong;Hongtong;61;--3-----;RL;901;;3615N 11140E
CN;HGW;Hongwan;Hongwan;44;--3-----;RL;1401;;2210N 11328E
CN;HON;Hongze Xian;Hongze Xian;32;--3-----;RL;901;;3317N 11850E
CN;HRS;Horgos;Horgos;65;--3---7-;AS;1507;;4403N 08050E
CN;HTN;Hotan Apt;Hotan Apt;65;---4----;RL;1401;;3702N 07952E
CN;HOA;Houan;Houan;46;--3-----;RL;1401;;1851N 11026E
CN;HOU;Houjie;Houjie;44;1-3-----;RL;407;;2256N 11338E
CN;HOM;Houma;Houma;14;-----6--;AS;1401;;3537N 11121E
CN;TCH;Houqiao;Houqiao;53;--3-----;AS;1407;;2501N 09830E
CN;HZU;Houzhu;Houzhu;35;1-3--6--;RL;407;;2453N 11840E
CN;;Hsinkang = Changchun Longjia International Apt;Hsinkang = Changchun Longjia International Apt;;;;;;
CN;HCN;Huachuan;Huachuan;23;1-------;AS;1401;;4701N 13042E
CN;HDU;Huadu;Huadu;44;--3-----;RL;907;;2324N 11313E
CN;HDG;Huadu Pt;Huadu Pt;44;1-------;AS;1401;;
CN;HIA;Huai'an;Huai'an;32;--3-----;RL;1401;;3330N 11908E
CN;HBI;Huaibei;Huaibei;34;--3-----;RL;207;;3358N 11647E
CN;IHE;Huaihe;Huaihe;32;--3-----;RQ;1007;;3315N 11823E
CN;HJJ;Huaihua Zhijiang Apt;Huaihua Zhijiang Apt;43;---4----;RL;1401;;
CN;HIJ;Huaiji;Huaiji;44;1-3-----;RL;1401;;2303N 11227E
CN;HLI;Huailai;Huailai;13;123-----;RL;907;;4022N 11530E
CN;HII;Huainan;Huainan;34;--3-----;RQ;907;;3237N 11659E
CN;AIN;Huaiyin;Huaiyin;32;1-3--6--;RL;407;;3338N 11901E
CN;HBU;Huangbu;Huangbu;41;-----6--;RL;901;;3310N 11410E
CN;HGC;Huangcun;Huangcun;44;--3-----;RL;1401;;
CN;HUG;Huanggang;Huanggang;44;--3-----;AS;1401;;2323N 11312E
CN;HGE;Huangge;Huangge;44;--3-----;RL;212;;2249N 11329E
CN;HNH;Huanghua;Huanghua;33;1-------;AS;1407;;
CN;HUH;Huanghua Pt;Huanghua Pt;13;1-------;AS;1507;;3821N 11721E
CN;HJI;Huangjiang;Huangjiang;44;1-------;RL;1401;;
CN;HGJ;Huangjiang;Huangjiang;45;1-3-----;RL;601;;2506N 10720E
CN;HGP;Huangpi;Huangpi;42;--3-----;RQ;907;;3052N 11422E
CN;WCH;Huangpo;Huangpo;44;1-------;AS;1407;;
CN;HUA;Huangpu Pt;Huangpu Pt;44;1-------;AS;1507;;
CN;HAQ;Huangqi/Nanhai;Huangqi/Nanhai;44;1-------;RL;1401;;
CN;HSK;Huangsangkou;Huangsangkou;42;1-------;RL;1401;;
CN;HSH;Huangshan;Huangshan;34;--34----;RL;1401;;
CN;TXN;Huangshan Tunxi International Apt;Huangshan Tunxi International Apt;34;---4----;AS;1407;;
CN;HSI;Huangshi Pt;Huangshi Pt;42;1-------;AS;1407;;3012N 11506E
CN;ANG;Huangxian;Huangxian;33;1----6--;RL;901;;2933N 12134E
CN;HYN;Huangyan;Huangyan;33;1-34-6--;RL;401;;2838N 12115E
CN;HZO;Huangzhou;Huangzhou;42;1-------;RL;1401;;
CN;HNS;Huanshi;Huanshi;42;1-------;RL;1401;;
CN;HUS;Huashi;Huashi;32;1-------;RL;1401;;
CN;HUY;Huayang;Huayang;34;1-------;RL;1401;;
CN;HUZ;Huazhou;Huazhou;44;--3-----;RL;901;;2138N 11035E
CN;HUE;Huchen;Huchen;33;1-------;RL;1401;;
CN;HUW;Huidong;Huidong;51;--3-----;RL;501;;2639N 10235E
CN;HID;Huidong Pt;Huidong Pt;44;1-------;AS;1407;;2259N 11442E
CN;HIK;Huikou;Huikou;34;1-------;RL;1401;;
CN;HLN;Huilong;Huilong;44;--3-----;RL;1401;;
CN;HNO;Huinong;Huinong;64;--3-----;AS;1407;;
CN;HQG;Huiqiang;Huiqiang;31;--3-----;RL;1401;;
CN;;Huiyang = Huizhou Pt;Huiyang = Huizhou Pt;;;;;;
CN;HUI;Huizhou Pt;Huizhou Pt;44;1-------;AS;1507;;2305N 11422E
CN;HKU;Hukou;Hukou;36;1-------;RL;1401;;
CN;HLE;Hulan Ergi;Hulan Ergi;23;1-------;RL;1401;;
CN;HUL;Hulin;Hulin;23;1------B;AS;1407;;4547N 13257E
CN;HUD;Huludao Pt;Huludao Pt;21;1-------;AS;1507;;4045N 12051E
CN;HLD;Hulunbuir Hailar Apt;Hulunbuir Hailar Apt;15;---4----;AS;1507;;
CN;HUM;Huma;Huma;23;1-------;AS;1507;;5142N 12639E
CN;HMN;Humen Pt;Humen Pt;44;1-------;AS;1507;;2250N 11340E
CN;HCG;Hunchun;Hunchun;22;-23-----;AS;1401;;4252N 13022E
CN;HUP;Huo Pt;Huo Pt;34;1-------;RL;1401;;
CN;XJH;Hutubi;Hutubi;65;-----6--;RL;901;;4470N 86570E
CN;HZH;Huzhou Pt;Huzhou Pt;33;1-------;AS;1507;;3052N 12006E
CN;JEM;Jeminay;Jeminay;65;--3-----;AS;907;;4732N 08538E
CN;JID;Jiading;Jiading;31;-----6--;AS;1401;;3123N 12114E
CN;JMU;Jiamusi Dongjiao Apt;Jiamusi Dongjiao Apt;23;---4----;AS;1507;;
CN;JMS;Jiamusi Pt;Jiamusi Pt;23;1-------;AS;1401;;
CN;JIN;Jian;Jian;36;--3-----;AS;1507;;2707N 11458E
CN;KNC;Jian Railway Station;Jian Railway Station;22;-2------;AS;1507;;4108N 12611E
CN;JBI;Jianbi;Jianbi;32;1-------;RL;1401;;
CN;JDE;Jiande;Jiande;33;--3-----;RL;901;;2928N 11916E
CN;JAA;Jiang'an;Jiang'an;51;1-------;RL;1401;;
CN;JAN;Jiangan Railway Station;Jiangan Railway Station;42;-2------;AS;1507;;
CN;JCH;Jiangcheng;Jiangcheng;44;1-------;AS;1401;;
CN;JCN;Jiangchuan;Jiangchuan;53;1-------;RL;1401;;
CN;JIC;Jiangcun;Jiangcun;44;-2------;RL;1401;;
CN;JND;Jiangdu;Jiangdu;32;--3-----;RL;607;;3225N 11932E
CN;JGH;Jianghai;Jianghai;44;--3-----;RL;1401;;2234N 11308E
CN;JGJ;Jiangjin;Jiangjin;50;1-------;RL;1401;;
CN;JKU;Jiangkou;Jiangkou;35;--3-----;RL;207;;2528N 11911E
CN;JKO;Jiangkou;Jiangkou;42;1-------;RL;1401;;
CN;FKJ;Jiangkou;Jiangkou;44;1-------;AS;1407;;2327N 11130E
CN;JLE;Jiangle;Jiangle;35;--3-----;RL;901;;2614N 11737E
CN;JMN;Jiangmen Pt;Jiangmen Pt;44;1-------;AS;1507;;2235N 11304E
CN;JIP;Jiangping;Jiangping;45;1-3-----;RL;1401;;
CN;JPU;Jiangpu;Jiangpu;32;1-------;RL;1401;;
CN;JHN;Jiangshan;Jiangshan;33;--3-----;RL;901;;2844N 11837E
CN;JIS;Jiangshan Pt;Jiangshan Pt;45;1-------;AS;1407;;2138N 10816E
CN;GJS;Jiangsi;Jiangsi;52;-----6--;RL;901;;2816N 10871E
CN;JSU;Jiangsiu;Jiangsiu;11;--3-----;RQ;901;;
CN;JNX;Jiangxi;Jiangxi;43;--3-----;RL;1401;;2714N 11022E
CN;JYS;Jiangyan;Jiangyan;32;-23-----;RL;1401;;3230N 12008E
CN;JGY;Jiangyin;Jiangyin;35;1-3-----;RL;601;;2528N 11918E
CN;JIA;Jiangyin Pt;Jiangyin Pt;32;1-------;AS;1507;;3154N 12017E
CN;JLI;Jianli;Jianli;42;1-------;RL;1401;;
CN;JTO;Jiantiao;Jiantiao;33;1-------;RL;1401;;
CN;JAG;Jianyang;Jianyang;35;--3-----;RL;901;;2720N 11807E
CN;JXN;Jiao Xin;Jiao Xin;44;1-3-----;RQ;101;;
CN;JOJ;Jiaojiang;Jiaojiang;33;--3-----;RL;901;;2840N 12126E
CN;JOK;Jiaokou;Jiaokou;44;1-------;AS;1507;;
CN;JSG;Jiaoshan Pt;Jiaoshan Pt;33;1-------;AS;1401;;
CN;JZH;Jiaozhou;Jiaozhou;37;-23-----;RL;607;;3617N 12000E
CN;JZO;Jiaozuo;Jiaozuo;41;-23-----;RL;601;;3515N 11309E
CN;JSA;Jiashan;Jiashan;22;--3--6--;RL;607;;4309N 12500E
CN;JAS;Jiashan;Jiashan;33;--3-----;RQ;1007;;3050N 12054E
CN;JAX;Jiaxing Pt;Jiaxing Pt;33;1-------;AS;1407;;3046N 12045E
CN;JAY;Jiayin;Jiayin;23;1-------;AS;1507;;4852N 13022E
CN;JGN;Jiayuguan;Jiayuguan;62;---4-6--;RL;1401;;
CN;JIZ;Jiazi;Jiazi;44;1-------;AS;1507;;2252N 11603E
CN;JES;Jieshi;Jieshi;44;1-------;RL;1401;;
CN;JXI;Jiexi;Jiexi;;--3-----;RQ;9705;;
CN;JYG;Jieyang;Jieyang;;--3-----;RQ;9705;;
CN;SWA;Jieyang Chaoshan Apt;Jieyang Chaoshan Apt;44;---4----;AS;1507;;
CN;JIL;Jilin;Jilin;22;--34----;RL;9901;;
CN;JLZ;Jilin Railway Station;Jilin Railway Station;22;-2------;AS;1507;;
CN;JMY;Jimiya;Jimiya;37;1-------;AS;1401;;
CN;JMO;Jimo;Jimo;37;--3-----;RL;607;;3623N 12028E
CN;JNA;Jinan;Jinan;37;---45---;AS;1507;;3640N 11700E
CN;TNA;Jinan Yaoqiang International Apt;Jinan Yaoqiang International Apt;37;---4----;AS;1507;;
CN;DMJ;Jingan;Jingan;44;1-------;AS;1407;;
CN;JIH;Jing'an;Jing'an;36;--3-----;RL;207;;2851N 11520E
CN;JDZ;Jingdezhen;Jingdezhen;36;-----6--;AS;1507;;2917N 11713E
CN;JGS;Jinggangshan Apt;Jinggangshan Apt;36;---4----;RL;1401;;
CN;HLJ;Jinghai;Jinghai;44;1-------;AS;1407;;2302N 11618E
CN;JOG;Jinghong;Jinghong;53;1-------;AS;1401;;2201N 10048E
CN;JIJ;Jingjiang Pt;Jingjiang Pt;32;1-------;AS;1407;;3202N 12017E
CN;JGM;Jingmen;Jingmen;42;--3-----;RL;901;;3102N 11212E
CN;JTG;Jingtang Pt;Jingtang Pt;13;1-------;AS;1401;;
CN;JGU;Jinguzhou;Jinguzhou;44;1-3-----;RL;407;;2231N 11301E
CN;JGX;Jingxian;Jingxian;13;--3-----;RL;901;;3743N 11542E
CN;JGZ;Jingzhou;Jingzhou;42;--3-----;RL;307;;3021N 11211E
CN;JZK;Jingzhou Pt;Jingzhou Pt;42;1-------;AS;1407;;3018N 11216E
CN;JNH;Jinhaian;Jinhaian;44;1-------;AS;1401;;
CN;JHK;Jinhekou;Jinhekou;34;1-------;RL;1401;;
CN;JHA;Jinhua;Jinhua;33;-----6--;AS;1507;;2907N 11939E
CN;JNN;Jining;Jining;15;-2------;RL;1401;;
CN;JNG;Jining;Jining;37;-2-4----;AS;1507;;3523N 11633E
CN;JII;Jining;Jining;43;--3-----;RL;9901;;
CN;JJI;Jinjiang;Jinjiang;31;--3-----;RL;1401;;
CN;PTJ;Jinjing;Jinjing;35;1-------;AS;1407;;2530N 11947E
CN;JNL;Jinli;Jinli;44;1-------;RL;1401;;
CN;JPI;Jinpai;Jinpai;46;1-------;RL;1401;;
CN;JQI;Jinqiao;Jinqiao;31;-23-----;RL;601;;3115N 12136E
CN;JNS;Jinshan;Jinshan;31;-----6--;AS;1401;;3054N 12109E
CN;JSI;Jinshi;Jinshi;43;--3-----;RQ;907;;2720N 11153E
CN;JSH;Jinshuihe;Jinshuihe;53;--3-----;AS;1401;;3317N 10752E
CN;JTN;Jintan;Jintan;32;--3-----;RL;901;;3145N 11935E
CN;JWN;Jinwan;Jinwan;44;--3-----;RL;1401;;2207N 11334E
CN;IXI;Jinxi;Jinxi;21;-----6--;RL;901;;4045N 12050E
CN;JYN;Jinyun;Jinyun;33;--3-----;RL;901;;2839N 12003E
CN;JZI;Jinzhou;Jinzhou;13;--3-----;RQ;907;;3801N 11402E
CN;JNZ;Jinzhou Pt;Jinzhou Pt;21;1-------;AS;1507;;4107N 12109E
CN;JSO;Jishou;Jishou;43;-23-----;RL;1401;;2819N 10943E
CN;JUI;Jishui;Jishui;36;--3-----;RL;901;;2713N 11507E
CN;GDJ;Jiugang;Jiugang;44;-----6--;RL;901;;2156N 11129E
CN;JUJ;Jiujiang;Jiujiang;44;1-------;AS;1401;;2250N 11300E
CN;JIU;Jiujiang Pt;Jiujiang Pt;36;1-------;AS;1407;;2943N 11558E
CN;JUL;Jiuli;Jiuli;32;1-------;RL;1401;;
CN;JLP;Jiulongpo Pt;Jiulongpo Pt;50;1-------;AS;1507;;
CN;JUQ;Jiuquan Railway Station;Jiuquan Railway Station;62;-2------;AS;1507;;3944N 09831E
CN;JUZ;Jiuzhen;Jiuzhen;35;1-------;AS;1507;;2402N 11742E
CN;JZU;Jiuzhou Pt;Jiuzhou Pt;44;1-------;AS;1507;;
CN;XII;Jixi;Jixi;;--3-----;RL;901;;3004N 11835E
CN;JIX;Jixian;Jixian;12;-----6--;AS;1507;;4002N 11724E
CN;JYA;Jiyuan;Jiyuan;46;--3-----;RL;901;;3651N 12031E
CN;JRG;Jurong;Jurong;32;1-34----;RL;1401;;3155N 11910E
CN;KFG;Kaifeng;Kaifeng;41;123-----;RL;907;;3447N 11420E
CN;KAH;Kaihua;Kaihua;33;--3-----;RL;901;;2908N 11824E
CN;KAI;Kaikou;Kaikou;52;0-------;RL;1401;;
CN;KPN;Kaiping;Kaiping;13;--3-----;RL;201;;3942N 11818E
CN;KAP;Kaiping;Kaiping;44;--3-----;RL;507;;2222N 11241E
CN;KST;Kaishantun;Kaishantun;22;--3-----;AS;1401;;4241N 12946E
CN;KIY;Kaiyun;Kaiyun;43;-----6--;RL;901;;2714N 11252E
CN;KLS;Kalasu;Kalasu;65;--3-----;AS;1507;;
CN;KGT;Kangding;Kangding;51;---4----;RL;907;;3808N 10144E
CN;KQI;Kangqiao;Kangqiao;61;--3-----;RL;607;;3441N 10918E
CN;KZG;Kangzhou Pt;Kangzhou Pt;44;1-------;AS;1401;;
CN;KMN;Kanmen;Kanmen;33;1-------;RL;1401;;
CN;KRY;Karamay;Karamay;65;--34----;RL;1401;;4530N 08455E
CN;KSS;Kashi;Kashi;65;--3-----;AS;1407;;
CN;KHG;Kashi Apt;Kashi Apt;65;---4----;AS;1507;;
CN;KOL;Korla;Korla;65;-----6--;AS;1407;;
CN;KYG;Kuiyong;Kuiyong;44;--3-----;RL;601;;2237N 11426E
CN;KJP;Kunjirap;Kunjirap;65;--3-----;AS;1401;;3653N 07523E
CN;KNM;Kunming;Kunming;53;---45---;AS;1401;;2504N 10242E
CN;KMG;Kunming Wujiaba International Apt;Kunming Wujiaba International Apt;53;---4----;AS;1507;;
CN;KUS;Kunshan;Kunshan;32;-----6--;AS;1507;;3123N 12057E
CN;KCA;Kuqa Apt;Kuqa Apt;65;---4----;RL;1401;;
CN;KUY;Kuytun Railway Station;Kuytun Railway Station;65;-2------;AS;1507;;
CN;LAA;Lai An;Lai An;11;--3-----;RL;901;;3227N 11825E
CN;LBI;Laibin;Laibin;45;-23-----;RL;1401;;2342N 10916E
CN;LWS;Laiwu;Laiwu;37;-----6--;AS;1407;;
CN;CSL;Laiwu;Laiwu;44;1-------;AS;1407;;
CN;LIX;Laixi;Laixi;37;--3-----;RL;901;;3651N 12031E
CN;LYD;Laiyang;Laiyang;37;-23-----;RL;1401;;3654N 12043E
CN;LZO;Laizhou Pt;Laizhou Pt;37;1-------;AS;1507;;3710N 11957E
CN;LFZ;Langfang;Langfang;13;-----6--;AS;1401;;3931N 11642E
CN;LSN;Lanshan Pt;Lanshan Pt;37;1-------;AS;1407;;3504N 11922E
CN;LSI;Lanshi;Lanshi;43;--3-----;RL;907;;2609N 11336E
CN;LNS;Lanshi;Lanshi;44;1-------;AS;1401;;
CN;LXI;Lanxi;Lanxi;33;123-----;RL;907;;2912N 11928E
CN;LAZ;Lanzhou;Lanzhou;62;-2-45---;AS;1401;;3604N 10351E
CN;LHW;Lanzhou Zhongchuan Apt;Lanzhou Zhongchuan Apt;62;---4----;AS;1507;;
CN;LLY;Laocheng;Laocheng;46;--3-----;RL;1401;;1957N 11007E
CN;LDK;Laodukou;Laodukou;42;1-------;RL;1401;;
CN;LHS;Laohushao;Laohushao;22;#¿NOMBRE?;AS;1401;;
CN;LAL;Laolong;Laolong;44;1-------;RL;1401;;
CN;LXH;Laoxiahe;Laoxiahe;34;1-------;RL;1401;;
CN;LYM;Laoyemiao;Laoyemiao;65;--3-----;AS;1401;;4442N 09402E
CN;LNG;Ledong;Ledong;46;--3-----;RQ;907;;1837N 10847E
CN;LYN;Leiyang;Leiyang;43;-2------;RL;1401;;
CN;LLG;Leling;Leling;37;-----6--;RL;1107;;3744N 11713E
CN;LUU;Leliu;Leliu;44;--3-----;RL;201;;2250N 11307E
CN;LPI;Leping;Leping;44;--3-----;RL;607;;2314N 11302E
CN;LES;Leshanzhan;Leshanzhan;51;--3--6--;AS;1507;;2936N 10344E
CN;LTP;Letianxi Pt;Letianxi Pt;42;1-------;RL;1401;;
CN;LEZ;Lezhu;Lezhu;44;--3-----;RL;407;;2244N 11208E
CN;LHA;Lhasa;Lhasa;54;---45---;AS;1507;;2939N 09108E
