VC;CPK;Camden Park;Camden Park;2;--3-----;RL;1501;;1310N 06114W
VC;CRP;Campden Park;Campden Park;;1-3-----;RL;1207;;1310N 06114W
VC;CAN;Canouan Island;Canouan Island;;1-------;RQ;901;;1243N 06119W
VC;GRG;Georgetown;Georgetown;;1-3--6--;RQ;607;;1316N 06107W
VC;KTN;Kingstown;Kingstown;;1--45---;RL;212;;1308N 06113W
VC;MQS;Mustique Island;Mustique Island;;1--4----;AI;9501;;
VC;PLI;Palm Island;Palm Island;;---4----;RQ;901;;1221N 06114W
VC;BQU;Port Elizabeth, Bequia;Port Elizabeth, Bequia;;1-34----;AI;207;;1300N 06113W
VC;SVD;Saint Vincent;Saint Vincent;;1--4----;AI;1101;;
VC;UNI;Union Island;Union Island;;1--4----;AI;9501;;
